,artist,track,genres
4389,Bruce Springsteen,Brilliant Disguise,"['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']"
4390,Elvis Presley,The Elvis Medley,"['rock-and-roll', 'rockabilly']"
4391,Tony Carey,A Fine Fine Day,['album rock']
4392,Kurtis Blow,Basketball,"['east coast hip hop', 'electro', 'harlem hip hop', 'hip hop', 'hip house', 'old school hip hop', 'rap']"
4393,Bryan Adams,Somebody,"['album rock', 'canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']"
4394,Morris Day,Fishnet,"['funk', 'minneapolis sound', 'new jack swing', 'quiet storm', 'urban contemporary']"
4395,KISS,A World Without Heroes,"['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']"
4396,Glenn Frey,True Love,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'new wave pop', 'soft rock']"
4397,Madonna,Dress You Up,"['dance pop', 'pop']"
4398,The Alarm,Presence Of Love,"['new romantic', 'new wave', 'new wave pop', 'synthpop', 'welsh rock']"
4399,Kim Carnes,Voyeur,"['mellow gold', 'new wave pop', 'soft rock']"
4400,Joey Scarbury,When She Dances,"['soft rock', 'yacht rock']"
4401,Rosanne Cash,Seven Year Ache,"['country', 'country rock', 'folk', 'folk rock', 'lilith', 'mellow gold', 'roots rock', 'singer-songwriter']"
4402,Culture Club,Move Away,"['disco', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']"
4403,"""Weird Al"" Yankovic",Ricky,"['comedy rock', 'comic', 'parody']"
4404,Stevie Wonder,Send One Your Love,"['funk', 'indie r&b', 'motown', 'quiet storm', 'soul']"
4405,Charles Fox,Seasons,[]
4406,Robbie Nevil,C'est La Vie,['new wave pop']
4407,Luther Vandross,Superstar/Until You Come Back To Me,"['funk', 'motown', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'urban contemporary']"
4408,Cinderella,Nobody's Fool,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']"
4409,Rick Springfield With Randy Crawford,Taxi Dancing,"['album rock', 'australian rock', 'bubblegum pop', 'classic rock', 'mellow gold', 'new wave pop', 'soft rock', 'yacht rock', 'disco', 'motown', 'new wave pop', 'quiet storm', 'soft rock', 'soul']"
4410,John Mellencamp,Pop Singer,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'singer-songwriter', 'soft rock']"
4411,Shanice Wilson,(Baby Tell Me) Can You Dance,"['hip pop', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
4412,Debarge,All This Love,"['disco', 'funk', 'motown', 'new jack swing', 'post-disco', 'quiet storm', 'r&b', 'soul', 'urban contemporary']"
4413,George Michael,Monkey,['soft rock']
4414,Fine Young Cannibals,Good Thing,"['dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']"
4415,Josie Cotton,He Could Be The One,[]
4416,Corey Hart,In Your Soul,"['album rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']"
4417,The Cover Girls,My Heart Skips A Beat,['freestyle']
4418,Quarterflash,Harden My Heart,"['album rock', 'new wave pop', 'soft rock']"
4419,Phoebe Snow,Games,"['folk', 'jazz blues']"
4420,Neneh Cherry,Buffalo Stance,"['new wave pop', 'urban contemporary']"
4421,Twisted Sister,Leader Of The Pack,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']"
4422,Babyface,It's No Crime,"['neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
4423,Eurythmics,Who's That Girl,"['dance rock', 'europop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'sophisti-pop', 'synthpop', 'folk', 'mellow gold', 'new wave pop', 'pop rock', 'soft rock', 'new wave pop', 'rock keyboard']"
4424,Herb Alpert,Making Love In The Rain,"['easy listening', 'jazz trumpet']"
4425,Kenny Loggins,Playing With The Boys,"['album rock', 'classic rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock', 'yacht rock']"
4426,Poco,Days Gone By,"['album rock', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'roots rock', 'singer-songwriter', 'soft rock']"
4427,Alabama,Feels So Right,"['country', 'country road', 'country rock']"
4428,Steve Winwood,Talking Back To The Night,"['album rock', 'art rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'new romantic', 'new wave pop', 'pop rock', 'rock', 'soft rock']"
4429,Sammy Hagar,I'll Fall In Love Again,"['album rock', 'classic rock', 'country rock', 'glam metal', 'hard rock', 'heartland rock', 'mellow gold', 'metal', 'rock', 'soft rock']"
4430,Shalamar,The Second Time Around,"['disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
4431,Barbra Streisand With Kim Carnes,"Make No Mistake, He's Mine","['adult standards', 'mellow gold', 'soft rock', 'mellow gold', 'new wave pop', 'soft rock']"
4432,The Monkees,"That Was Then, This Is Now","['beatlesque', 'brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'rock-and-roll', 'soft rock', 'sunshine pop']"
4433,Michael Bolton,Soul Provider,"['adult standards', 'soft rock']"
4434,Christopher Cross,All Right,"['adult standards', 'album rock', 'disco', 'mellow gold', 'new wave pop', 'quiet storm', 'soft rock', 'yacht rock']"
4435,Sade,Your Love Is King,"['british soul', 'neo soul', 'sophisti-pop']"
4436,Billy Ocean,There'll Be Sad Songs (To Make You Cry),"['disco', 'mellow gold', 'motown', 'new romantic', 'new wave pop', 'soft rock', 'yacht rock']"
4437,Climax Blues Band,Gotta Have More Love,"['blues rock', 'british blues', 'classic rock', 'classic uk pop', 'country rock', 'soft rock']"
4438,Peter Cetera,One Good Woman,"['adult standards', 'mellow gold', 'new wave pop', 'soft rock']"
4439,Def Leppard,Pour Some Sugar On Me,"['album rock', 'hard rock', 'nwobhm', 'rock']"
4440,Meli'sa Morgan,Do Me Baby,"['funk', 'new jack swing', 'post-disco', 'quiet storm', 'urban contemporary']"
4441,Big Country,In A Big Country,"['new romantic', 'new wave', 'new wave pop', 'scottish new wave', 'scottish rock']"
4442,Don McLean,Castles In The Air,"['adult standards', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']"
4443,Aldo Nova,Foolin' Yourself,"['album rock', 'canadian metal', 'classic canadian rock', 'glam metal', 'hard rock']"
4444,Def Leppard,Armageddon It,"['album rock', 'hard rock', 'nwobhm', 'rock']"
4445,Jeffrey Osborne,You Should Be Mine (The Woo Woo Song),"['disco', 'funk', 'motown', 'new jack swing', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
4446,Michael Stanley Band,He Can't Love You,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'soft rock']"
4447,Hipsway,The Honeythief,"['scottish new wave', 'sophisti-pop']"
4448,Prince,Alphabet St.,"['funk', 'funk rock', 'minneapolis sound', 'motown', 'synth funk']"
4449,Loverboy,Heaven In Your Eyes,"['album rock', 'classic canadian rock', 'classic rock', 'glam metal', 'hard rock', 'heartland rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock']"
4450,Cock Robin,When Your Heart Is Weak,"['heartland rock', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']"
4451,Underworld,Underneath The Radar,"['alternative dance', 'big beat', 'electronica']"
4452,Barbra Streisand,Comin' In And Out Of Your Life,"['adult standards', 'mellow gold', 'soft rock']"
4453,Bryan Adams,Straight From The Heart,"['album rock', 'canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']"
4454,Pure Prairie League,Let Me Love You Tonight,"['classic rock', 'country rock', 'folk rock', 'mellow gold', 'soft rock']"
4455,Bruce Hornsby & The Range,The Valley Road,"['album rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'piano rock', 'pop rock', 'soft rock', 'soft rock']"
4456,Rough Trade,All Touch,['classic canadian rock']
4457,Wham!,Everything She Wants,"['disco', 'europop', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']"
4458,Michael Jackson,P.Y.T. (Pretty Young Thing),"['pop', 'r&b', 'soul']"
4459,Night,Love On The Airwaves,[]
4460,INXS,This Time,"['australian rock', 'classic rock', 'dance rock', 'funk rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'pop rock', 'rock', 'soft rock']"
4461,Mickey Gilley,You Don't Know Me,"['classic country pop', 'country', 'country rock', 'nashville sound']"
4462,Champaign,How 'bout Us,['yacht rock']
4463,Laura Branigan,Hold Me,"['new wave pop', 'soft rock', 'synthpop']"
4464,Journey,Walks Like A Lady,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']"
4465,Henry Lee Summer,Hands On The Radio,"['album rock', 'heartland rock']"
4466,Michael Bolton,Wait On Love,"['adult standards', 'soft rock']"
4467,Peaches & Herb,I Pledge My Love,"['classic soul', 'disco', 'motown']"
4468,Patti Austin,It's Gonna Be Special,"['adult standards', 'quiet storm', 'smooth jazz', 'soft rock', 'yacht rock']"
4469,Kenny Rogers,All My Life,"['adult standards', 'classic country pop', 'country', 'mellow gold', 'nashville sound', 'soft rock']"
4470,Sheriff,When I'm With You,['classic canadian rock']
4471,Genesis,Abacab,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']"
4472,Rick Astley,Giving Up On Love,"['europop', 'new romantic', 'new wave pop', 'soft rock', 'sophisti-pop', 'synthpop']"
4473,Whitesnake,Is This Love,"['album rock', 'british blues', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']"
4474,Dolly Parton,Downtown,"['classic country pop', 'country', 'country dawn']"
4475,Pebbles,Girlfriend,"['freestyle', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
4476,Yaz,Situation,"['new romantic', 'new wave', 'new wave pop', 'synthpop']"
4477,Livingston Taylor,First Time Love,['audiophile vocal']
4478,Red Rider,"Young Thing, Wild Dreams (Rock Me)","['album rock', 'classic canadian rock']"
4479,Richard Marx,Right Here Waiting,"['album rock', 'mellow gold', 'new wave pop', 'soft rock']"
4480,Indigo Girls,Closer To Fine,"['folk', 'lilith', 'pop rock', ""women's music""]"
4481,Irene Cara,Flashdance...What A Feeling,"['disco', 'new wave pop', 'soft rock']"
4482,Chaka Khan,This Is My Night,"['dance pop', 'disco', 'funk', 'motown', 'neo soul', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
4483,Basia,New Day For You,"['smooth jazz', 'sophisti-pop']"
4484,Queen,I Want It All,"['classic rock', 'glam rock', 'rock']"
4485,Peter Cetera,Big Mistake,"['adult standards', 'mellow gold', 'new wave pop', 'soft rock']"
4486,Jeffrey Osborne,On The Wings Of Love,"['disco', 'funk', 'motown', 'new jack swing', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
4487,Ben E. King,Stand By Me,"['adult standards', 'brill building pop', 'motown', 'quiet storm', 'rock-and-roll', 'soul', 'southern soul']"
4488,Donna Summer,On The Radio,"['dance pop', 'disco', 'hi-nrg', 'motown', 'new wave pop']"
4489,Erasure,A Little Respect,"['europop', 'new romantic', 'new wave', 'new wave pop', 'synthpop']"
4490,AC/DC,Let's Get It Up,"['australian rock', 'hard rock', 'rock']"
4491,Shalamar,A Night To Remember,"['disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
4492,Level 42,Something About You,"['art rock', 'brit funk', 'classic uk pop', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'post-disco', 'soft rock', 'sophisti-pop', 'synthpop']"
4493,The Power Station,Communication,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']"
4494,Paula Abdul,Knocked Out,"['dance pop', 'new wave pop', 'soft rock', 'urban contemporary']"
4495,Olivia Newton-John & Cliff Richard,Suddenly,"['adult standards', 'australian dance', 'bubblegum pop', 'disco', 'mellow gold', 'new wave pop', 'soft rock', 'adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'mellow gold', 'new wave pop', 'rock-and-roll', 'rockabilly', 'soft rock']"
4496,David Bowie,China Girl,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']"
4497,Def Leppard,Hysteria,"['album rock', 'hard rock', 'nwobhm', 'rock']"
4498,The Escape Club,Walking Through Walls,[]
4499,R.E.M.,The One I Love,"['alternative rock', 'athens indie', 'classic rock', 'permanent wave', 'pop rock', 'rock']"
4500,Jenny Burton,Remember What You Like,[]
4501,Anita Baker,Caught Up In The Rapture,"['funk', 'motown', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'smooth jazz', 'soul', 'urban contemporary']"
4502,Vixen,Edge Of A Broken Heart,['glam metal']
4503,Styx,Babe,"['album rock', 'art rock', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock']"
4504,Spider,Everything Is Alright,[]
4505,Grayson Hugh,Talk It Over,[]
4506,Poison,Talk Dirty To Me,"['album rock', 'glam metal', 'hard rock', 'rock']"
4507,U2,Desire,"['irish rock', 'permanent wave', 'rock']"
4508,Underworld,Stand Up,"['alternative dance', 'big beat', 'electronica']"
4509,Lionel Richie,Ballerina Girl,"['adult standards', 'disco', 'mellow gold', 'quiet storm', 'soft rock']"
4510,'Til Tuesday,Coming Up Close,"['boston rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']"
4511,Dokken,In My Dreams,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']"
4512,Level 42,Hot Water,"['art rock', 'brit funk', 'classic uk pop', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'post-disco', 'soft rock', 'sophisti-pop', 'synthpop']"
4513,New Kids On The Block,Cover Girl,"['boy band', 'dance pop']"
4514,Whitney Houston,Greatest Love Of All,"['dance pop', 'pop', 'urban contemporary']"
4515,Whitney Houston,You Give Good Love,"['dance pop', 'pop', 'urban contemporary']"
4516,Frank Zappa,Valley Girl,"['album rock', 'art rock', 'experimental', 'hard rock', 'instrumental rock', 'jazz fusion', 'jazz rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock', 'zolo']"
4517,Terence Trent D'Arby,Sign Your Name,[]
4518,Climax Blues Band,I Love You,"['blues rock', 'british blues', 'classic rock', 'classic uk pop', 'country rock', 'soft rock']"
4519,Ambrosia,You're The Only Woman (You & I),"['adult standards', 'album rock', 'art rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'soft rock', 'symphonic rock', 'yacht rock']"
4520,Robbin Thompson Band,Brite Eyes,[]
4521,Morris Day,The Oak Tree,"['funk', 'minneapolis sound', 'new jack swing', 'quiet storm', 'urban contemporary']"
4522,New Edition,With You All The Way,"['boy band', 'funk', 'hip pop', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
4523,Kool & The Gang,"Let's Go Dancin' (ooh La, La, La)","['disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul']"
4524,LL Cool J,I Need Love,"['east coast hip hop', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'old school hip hop', 'pop rap', 'queens hip hop', 'rap', 'southern hip hop', 'urban contemporary']"
4525,U2,(Pride) In The Name Of Love,"['irish rock', 'permanent wave', 'rock']"
4526,Journey,Be Good To Yourself,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']"
4527,George Benson,Give Me The Night,"['adult standards', 'disco', 'jazz funk', 'jazz guitar', 'motown', 'quiet storm', 'smooth jazz', 'soft rock', 'soul', 'soul jazz', 'yacht rock']"
4528,Mac Davis,Texas In My Rear View Mirror,"['bubblegum pop', 'country rock', 'soft rock']"
4529,Change,The Very Best In You,"['disco', 'funk', 'minneapolis sound', 'post-disco', 'quiet storm']"
4530,The Manhattan Transfer,Route 66,"['a cappella', 'adult standards', 'vocal jazz']"
4531,The Human League,Mirror Man,"['art rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'sophisti-pop', 'synthpop']"
4532,Bill Medley & Jennifer Warnes,(I've Had) The Time Of My Life,[]
4533,Madonna,Like A Virgin,"['dance pop', 'pop']"
4534,Tom Petty And The Heartbreakers,A Woman In Love (It's Not Me),"['album rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock']"
4535,Cher,If I Could Turn Back Time,"['dance pop', 'hollywood', 'new wave pop', 'pop']"
4536,Pat Benatar,Heartbreaker,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock']"
4537,Patti Austin A Duet With James Ingram,"Baby, Come To Me","['adult standards', 'quiet storm', 'smooth jazz', 'soft rock', 'yacht rock', 'adult standards', 'quiet storm', 'soft rock', 'urban contemporary']"
4538,America,You Can Do Magic,"['album rock', 'art rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'soft rock']"
4539,Del Shannon,Sea Of Love,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']"
4540,Eddie Money,Running Back,"['album rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'pop rock', 'rock', 'soft rock']"
4541,Stacey Q,We Connect,"['freestyle', 'hi-nrg']"
4542,Laura Branigan,Solitaire,"['new wave pop', 'soft rock', 'synthpop']"
4543,Huey Lewis & The News,Do You Believe In Love,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock']"
4544,The Bangles,Be With You,"['album rock', 'jangle pop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'paisley underground', 'pop rock', 'rock', 'soft rock', 'synthpop']"
